,0,Emotion
361,"But you don’t understand such things.” “Oh, do show me!",anger
362,I’ve been learning about them at those—what’s their names?...,anger
363,the bankers ... they’ve some splendid engravings.,joy
364,"They showed them to us.” “Why, have you been at the Schützburgs?” asked the hostess from the samovar.",anger
365,"“Yes, _ma chère_.",anger
366,"They asked my husband and me to dinner, and told us the sauce at that dinner cost a hundred pounds,” Princess Myakaya said, speaking loudly, and conscious everyone was listening; “and very nasty sauce it was, some green mess.",anger
367,"We had to ask them, and I made them sauce for eighteen pence, and everybody was very much pleased with it.",joy
368,I can’t run to hundred-pound sauces.” “She’s unique!” said the lady of the house.,joy
369,“Marvelous!” said someone.,anger
370,"The sensation produced by Princess Myakaya’s speeches was always unique, and the secret of the sensation she produced lay in the fact that though she spoke not always appropriately, as now, she said simple things with some sense in them.",joy
371,In the society in which she lived such plain statements produced the effect of the wittiest epigram.,anger
372,"Princess Myakaya could never see why it had that effect, but she knew it had, and took advantage of it.",anger
373,"As everyone had been listening while Princess Myakaya spoke, and so the conversation around the ambassador’s wife had dropped, Princess Betsy tried to bring the whole party together, and turned to the ambassador’s wife.",anger
374,“Will you really not have tea?,joy
375,"You should come over here by us.” “No, we’re very happy here,” the ambassador’s wife responded with a smile, and she went on with the conversation that had been begun.",joy
376,It was a very agreeable conversation.,anger
377,"They were criticizing the Karenins, husband and wife.",anger
378,“Anna is quite changed since her stay in Moscow.,anger
379,"There’s something strange about her,” said her friend.",fear
380,"“The great change is that she brought back with her the shadow of Alexey Vronsky,” said the ambassador’s wife.",anger
381,"“Well, what of it?",anger
382,"There’s a fable of Grimm’s about a man without a shadow, a man who’s lost his shadow.",sadness
383,And that’s his punishment for something.,anger
384,I never could understand how it was a punishment.,anger
385,"But a woman must dislike being without a shadow.” “Yes, but women with a shadow usually come to a bad end,” said Anna’s friend.",sadness
386,“Bad luck to your tongue!” said Princess Myakaya suddenly.,anger
387,“Madame Karenina’s a splendid woman.,joy
388,"I don’t like her husband, but I like her very much.” “Why don’t you like her husband?",anger
389,"He’s such a remarkable man,” said the ambassador’s wife.",anger
390,"“My husband says there are few statesmen like him in Europe.” “And my husband tells me just the same, but I don’t believe it,” said Princess Myakaya.",joy
391,"“If our husbands didn’t talk to us, we should see the facts as they are.",anger
392,"Alexey Alexandrovitch, to my thinking, is simply a fool.",anger
393,I say it in a whisper ... but doesn’t it really make everything clear?,joy
394,"Before, when I was told to consider him clever, I kept looking for his ability, and thought myself a fool for not seeing it; but directly I said, _he’s a fool,_ though only in a whisper, everything’s explained, isn’t it?” “How spiteful you are today!” “Not a bit.",anger
395,I’d no other way out of it.,anger
396,One of the two had to be a fool.,anger
397,"And, well, you know one can’t say that of oneself.” “‘No one is satisfied with his fortune, and everyone is satisfied with his wit.’” The attaché repeated the French saying.",joy
398,"“That’s just it, just it,” Princess Myakaya turned to him.",anger
399,“But the point is that I won’t abandon Anna to your mercies.,anger
400,"She’s so nice, so charming.",joy
401,"How can she help it if they’re all in love with her, and follow her about like shadows?” “Oh, I had no idea of blaming her for it,” Anna’s friend said in self-defense.",sadness
402,"“If no one follows us about like a shadow, that’s no proof that we’ve any right to blame her.” And having duly disposed of Anna’s friend, the Princess Myakaya got up, and together with the ambassador’s wife, joined the group at the table, where the conversation was dealing with the king of Prussia.",anger
403,“What wicked gossip were you talking over there?” asked Betsy.,anger
404,“About the Karenins.,anger
405,"The princess gave us a sketch of Alexey Alexandrovitch,” said the ambassador’s wife with a smile, as she sat down at the table.",anger
406,"“Pity we didn’t hear it!” said Princess Betsy, glancing towards the door.",anger
407,"“Ah, here you are at last!” she said, turning with a smile to Vronsky, as he came in.",anger
408,Vronsky was not merely acquainted with all the persons whom he was meeting here; he saw them all every day; and so he came in with the quiet manner with which one enters a room full of people from whom one has only just parted.,anger
409,"“Where do I come from?” he said, in answer to a question from the ambassador’s wife.",anger
410,"“Well, there’s no help for it, I must confess.",anger
411,From the _opera bouffe_.,anger
412,"I do believe I’ve seen it a hundred times, and always with fresh enjoyment.",joy
413,It’s exquisite!,anger
414,"I know it’s disgraceful, but I go to sleep at the opera, and I sit out the _opera bouffe_ to the last minute, and enjoy it.",joy
415,"This evening....” He mentioned a French actress, and was going to tell something about her; but the ambassador’s wife, with playful horror, cut him short.",joy
416,"“Please don’t tell us about that horror.” “All right, I won’t especially as everyone knows those horrors.” “And we should all go to see them if it were accepted as the correct thing, like the opera,” chimed in Princess Myakaya.",joy
417,"Steps were heard at the door, and Princess Betsy, knowing it was Madame Karenina, glanced at Vronsky.",anger
418,"He was looking towards the door, and his face wore a strange new expression.",fear
419,"Joyfully, intently, and at the same time timidly, he gazed at the approaching figure, and slowly he rose to his feet.",anger
420,Anna walked into the drawing-room.,anger
421,"Holding herself extremely erect, as always, looking straight before her, and moving with her swift, resolute, and light step, that distinguished her from all other society women, she crossed the short space to her hostess, shook hands with her, smiled, and with the same smile looked around at Vronsky.",joy
422,Vronsky bowed low and pushed a chair up for her.,anger
423,"She acknowledged this only by a slight nod, flushed a little, and frowned.",sadness
424,"But immediately, while rapidly greeting her acquaintances, and shaking the hands proffered to her, she addressed Princess Betsy: “I have been at Countess Lidia’s, and meant to have come here earlier, but I stayed on.",anger
425,Sir John was there.,anger
426,"He’s very interesting.” “Oh, that’s this missionary?” “Yes; he told us about the life in India, most interesting things.” The conversation, interrupted by her coming in, flickered up again like the light of a lamp being blown out.",anger
427,“Sir John!,anger
428,"Yes, Sir John; I’ve seen him.",anger
429,He speaks well.,joy
430,"The Vlassieva girl’s quite in love with him.” “And is it true the younger Vlassieva girl’s to marry Topov?” “Yes, they say it’s quite a settled thing.” “I wonder at the parents!",joy
431,They say it’s a marriage for love.” “For love?,sadness
432,What antediluvian notions you have!,joy
433,Can one talk of love in these days?” said the ambassador’s wife.,anger
434,“What’s to be done?,anger
435,"It’s a foolish old fashion that’s kept up still,” said Vronsky.",anger
436,“So much the worse for those who keep up the fashion.,anger
437,"The only happy marriages I know are marriages of prudence.” “Yes, but then how often the happiness of these prudent marriages flies away like dust just because that passion turns up that they have refused to recognize,” said Vronsky.",anger
438,“But by marriages of prudence we mean those in which both parties have sown their wild oats already.,joy
439,"That’s like scarlatina—one has to go through it and get it over.” “Then they ought to find out how to vaccinate for love, like smallpox.” “I was in love in my young days with a deacon,” said the Princess Myakaya.",joy
440,"“I don’t know that it did me any good.” “No; I imagine, joking apart, that to know love, one must make mistakes and then correct them,” said Princess Betsy.",joy
441,“Even after marriage?” said the ambassador’s wife playfully.,anger
442,“‘It’s never too late to mend.’” The attaché repeated the English proverb.,anger
443,"“Just so,” Betsy agreed; “one must make mistakes and correct them.",anger
444,"What do you think about it?” she turned to Anna, who, with a faintly perceptible resolute smile on her lips, was listening in silence to the conversation.",anger
445,"“I think,” said Anna, playing with the glove she had taken off, “I think ... of so many men, so many minds, certainly so many hearts, so many kinds of love.” Vronsky was gazing at Anna, and with a fainting heart waiting for what she would say.",joy
446,He sighed as after a danger escaped when she uttered these words.,anger
447,Anna suddenly turned to him.,anger
448,"“Oh, I have had a letter from Moscow.",anger
449,"They write me that Kitty Shtcherbatskaya’s very ill.” “Really?” said Vronsky, knitting his brows.",anger
450,Anna looked sternly at him.,anger
451,"“That doesn’t interest you?” “On the contrary, it does, very much.",joy
452,"What was it exactly they told you, if I may know?” he questioned.",anger
453,Anna got up and went to Betsy.,anger
454,"“Give me a cup of tea,” she said, standing at her table.",anger
455,"While Betsy was pouring out the tea, Vronsky went up to Anna.",anger
456,“What is it they write to you?” he repeated.,anger
457,"“I often think men have no understanding of what’s not honorable though they’re always talking of it,” said Anna, without answering him.",anger
458,"“I’ve wanted to tell you so a long while,” she added, and moving a few steps away, she sat down at a table in a corner covered with albums.",anger
459,"“I don’t quite understand the meaning of your words,” he said, handing her the cup.",anger
460,"She glanced towards the sofa beside her, and he instantly sat down.",anger
461,"“Yes, I have been wanting to tell you,” she said, not looking at him.",anger
462,"“You behaved wrongly, very wrongly.” “Do you suppose I don’t know that I’ve acted wrongly?",anger
463,"But who was the cause of my doing so?” “What do you say that to me for?” she said, glancing severely at him.",anger
464,"“You know what for,” he answered boldly and joyfully, meeting her glance and not dropping his eyes.",joy
465,"Not he, but she, was confused.",fear
466,"“That only shows you have no heart,” she said.",joy
467,"But her eyes said that she knew he had a heart, and that was why she was afraid of him.",fear
468,"“What you spoke of just now was a mistake, and not love.” “Remember that I have forbidden you to utter that word, that hateful word,” said Anna, with a shudder.",anger
469,"But at once she felt that by that very word “forbidden” she had shown that she acknowledged certain rights over him, and by that very fact was encouraging him to speak of love.",joy
470,"“I have long meant to tell you this,” she went on, looking resolutely into his eyes, and hot all over from the burning flush on her cheeks.",anger
471,"“I’ve come on purpose this evening, knowing I should meet you.",joy
472,I have come to tell you that this must end.,anger
473,"I have never blushed before anyone, and you force me to feel to blame for something.” He looked at her and was struck by a new spiritual beauty in her face.",joy
474,“What do you wish of me?” he said simply and seriously.,anger
475,"“I want you to go to Moscow and ask for Kitty’s forgiveness,” she said.",anger
476,“You don’t wish that?” he said.,anger
477,"He saw she was saying what she forced herself to say, not what she wanted to say.",anger
478,"“If you love me, as you say,” she whispered, “do so that I may be at peace.” His face grew radiant.",joy
479,“Don’t you know that you’re all my life to me?,anger
480,"But I know no peace, and I can’t give it to you; all myself—and love ... yes.",anger
481,I can’t think of you and myself apart.,anger
482,You and I are one to me.,anger
483,And I see no chance before us of peace for me or for you.,anger
484,"I see a chance of despair, of wretchedness ... or I see a chance of bliss, what bliss!...",joy
485,Can it be there’s no chance of it?” he murmured with his lips; but she heard.,anger
486,She strained every effort of her mind to say what ought to be said.,anger
487,"But instead of that she let her eyes rest on him, full of love, and made no answer.",joy
488,“It’s come!” he thought in ecstasy.,joy
489,"“When I was beginning to despair, and it seemed there would be no end—it’s come!",anger
490,She loves me!,anger
491,"She owns it!” “Then do this for me: never say such things to me, and let us be friends,” she said in words; but her eyes spoke quite differently.",joy
492,"“Friends we shall never be, you know that yourself.",joy
493,"Whether we shall be the happiest or the wretchedest of people—that’s in your hands.” She would have said something, but he interrupted her.",anger
494,"“I ask one thing only: I ask for the right to hope, to suffer as I do.",anger
495,"But if even that cannot be, command me to disappear, and I disappear.",fear
496,"You shall not see me if my presence is distasteful to you.” “I don’t want to drive you away.” “Only don’t change anything, leave everything as it is,” he said in a shaky voice.",fear
497,"“Here’s your husband.” At that instant Alexey Alexandrovitch did in fact walk into the room with his calm, awkward gait.",sadness
498,"Glancing at his wife and Vronsky, he went up to the lady of the house, and sitting down for a cup of tea, began talking in his deliberate, always audible voice, in his habitual tone of banter, ridiculing someone.",anger
499,"“Your Rambouillet is in full conclave,” he said, looking round at all the party; “the graces and the muses.” But Princess Betsy could not endure that tone of his—“sneering,” as she called it, using the English word, and like a skillful hostess she at once brought him into a serious conversation on the subject of universal conscription.",joy
500,"Alexey Alexandrovitch was immediately interested in the subject, and began seriously defending the new imperial decree against Princess Betsy, who had attacked it.",anger
501,Vronsky and Anna still sat at the little table.,anger
502,"“This is getting indecorous,” whispered one lady, with an expressive glance at Madame Karenina, Vronsky, and her husband.",anger
503,“What did I tell you?” said Anna’s friend.,anger
504,"But not only those ladies, almost everyone in the room, even the Princess Myakaya and Betsy herself, looked several times in the direction of the two who had withdrawn from the general circle, as though that were a disturbing fact.",sadness
505,"Alexey Alexandrovitch was the only person who did not once look in that direction, and was not diverted from the interesting discussion he had entered upon.",joy
506,"Noticing the disagreeable impression that was being made on everyone, Princess Betsy slipped someone else into her place to listen to Alexey Alexandrovitch, and went up to Anna.",anger
507,"“I’m always amazed at the clearness and precision of your husband’s language,” she said.",surprise
508,"“The most transcendental ideas seem to be within my grasp when he’s speaking.” “Oh, yes!” said Anna, radiant with a smile of happiness, and not understanding a word of what Betsy had said.",joy
509,She crossed over to the big table and took part in the general conversation.,anger
510,"Alexey Alexandrovitch, after staying half an hour, went up to his wife and suggested that they should go home together.",anger
511,"But she answered, not looking at him, that she was staying to supper.",anger
512,Alexey Alexandrovitch made his bows and withdrew.,anger
513,"The fat old Tatar, Madame Karenina’s coachman, was with difficulty holding one of her pair of grays, chilled with the cold and rearing at the entrance.",anger
514,A footman stood opening the carriage door.,anger
515,The hall-porter stood holding open the great door of the house.,anger
516,"Anna Arkadyevna, with her quick little hand, was unfastening the lace of her sleeve, caught in the hook of her fur cloak, and with bent head listening to the words Vronsky murmured as he escorted her down.",anger
517,"“You’ve said nothing, of course, and I ask nothing,” he was saying; “but you know that friendship’s not what I want: that there’s only one happiness in life for me, that word that you dislike so ... yes, love!...” “Love,” she repeated slowly, in an inner voice, and suddenly, at the very instant she unhooked the lace, she added, “Why I don’t like the word is that it means too much to me, far more than you can understand,” and she glanced into his face.",sadness
518,"“_Au revoir!_” She gave him her hand, and with her rapid, springy step she passed by the porter and vanished into the carriage.",anger
519,"Her glance, the touch of her hand, set him aflame.",anger
520,"He kissed the palm of his hand where she had touched it, and went home, happy in the sense that he had got nearer to the attainment of his aims that evening than during the last two months.",joy
521,"Alexey Alexandrovitch had seen nothing striking or improper in the fact that his wife was sitting with Vronsky at a table apart, in eager conversation with him about something.",joy
522,"But he noticed that to the rest of the party this appeared something striking and improper, and for that reason it seemed to him too to be improper.",anger
523,He made up his mind that he must speak of it to his wife.,anger
524,"On reaching home Alexey Alexandrovitch went to his study, as he usually did, seated himself in his low chair, opened a book on the Papacy at the place where he had laid the paper-knife in it, and read till one o’clock, just as he usually did.",anger
525,"But from time to time he rubbed his high forehead and shook his head, as though to drive away something.",anger
526,At his usual time he got up and made his toilet for the night.,anger
527,Anna Arkadyevna had not yet come in.,anger
528,With a book under his arm he went upstairs.,anger
529,"But this evening, instead of his usual thoughts and meditations upon official details, his thoughts were absorbed by his wife and something disagreeable connected with her.",anger
530,"Contrary to his usual habit, he did not get into bed, but fell to walking up and down the rooms with his hands clasped behind his back.",sadness
531,"He could not go to bed, feeling that it was absolutely needful for him first to think thoroughly over the position that had just arisen.",joy
532,"When Alexey Alexandrovitch had made up his mind that he must talk to his wife about it, it had seemed a very easy and simple matter.",joy
533,"But now, when he began to think over the question that had just presented itself, it seemed to him very complicated and difficult.",fear
534,Alexey Alexandrovitch was not jealous.,anger
535,"Jealousy according to his notions was an insult to one’s wife, and one ought to have confidence in one’s wife.",sadness
536,"Why one ought to have confidence—that is to say, complete conviction that his young wife would always love him—he did not ask himself.",anger
537,"But he had no experience of lack of confidence, because he had confidence in her, and told himself that he ought to have it.",sadness
538,"Now, though his conviction that jealousy was a shameful feeling and that one ought to feel confidence, had not broken down, he felt that he was standing face to face with something illogical and irrational, and did not know what was to be done.",sadness
539,"Alexey Alexandrovitch was standing face to face with life, with the possibility of his wife’s loving someone other than himself, and this seemed to him very irrational and incomprehensible because it was life itself.",anger
540,"All his life Alexey Alexandrovitch had lived and worked in official spheres, having to do with the reflection of life.",joy
541,And every time he had stumbled against life itself he had shrunk away from it.,anger
542,"Now he experienced a feeling akin to that of a man who, while calmly crossing a precipice by a bridge, should suddenly discover that the bridge is broken, and that there is a chasm below.",sadness
543,"That chasm was life itself, the bridge that artificial life in which Alexey Alexandrovitch had lived.",sadness
544,"For the first time the question presented itself to him of the possibility of his wife’s loving someone else, and he was horrified at it.",anger
545,"He did not undress, but walked up and down with his regular tread over the resounding parquet of the dining-room, where one lamp was burning, over the carpet of the dark drawing-room, in which the light was reflected on the big new portrait of himself hanging over the sofa, and across her boudoir, where two candles burned, lighting up the portraits of her parents and woman friends, and the pretty knick-knacks of her writing-table, that he knew so well.",joy
546,"He walked across her boudoir to the bedroom door, and turned back again.",anger
547,"At each turn in his walk, especially at the parquet of the lighted dining-room, he halted and said to himself, “Yes, this I must decide and put a stop to; I must express my view of it and my decision.” And he turned back again.",sadness
548,"“But express what—what decision?” he said to himself in the drawing-room, and he found no reply.",joy
549,"“But after all,” he asked himself before turning into the boudoir, “what has occurred?",anger
550,Nothing.,joy
551,She was talking a long while with him.,anger
552,But what of that?,anger
553,Surely women in society can talk to whom they please.,anger
554,"And then, jealousy means lowering both myself and her,” he told himself as he went into her boudoir; but this dictum, which had always had such weight with him before, had now no weight and no meaning at all.",joy
555,"And from the bedroom door he turned back again; but as he entered the dark drawing-room some inner voice told him that it was not so, and that if others noticed it that showed that there was something.",anger
556,"And he said to himself again in the dining-room, “Yes, I must decide and put a stop to it, and express my view of it....” And again at the turn in the drawing-room he asked himself, “Decide how?” And again he asked himself, “What had occurred?” and answered, “Nothing,” and recollected that jealousy was a feeling insulting to his wife; but again in the drawing-room he was convinced that something had happened.",anger
557,"His thoughts, like his body, went round a complete circle, without coming upon anything new.",joy
558,"He noticed this, rubbed his forehead, and sat down in her boudoir.",anger
559,"There, looking at her table, with the malachite blotting case lying at the top and an unfinished letter, his thoughts suddenly changed.",fear
560,"He began to think of her, of what she was thinking and feeling.",fear
561,"For the first time he pictured vividly to himself her personal life, her ideas, her desires, and the idea that she could and should have a separate life of her own seemed to him so alarming that he made haste to dispel it.",fear
562,It was the chasm which he was afraid to peep into.,fear
563,To put himself in thought and feeling in another person’s place was a spiritual exercise not natural to Alexey Alexandrovitch.,joy
564,He looked on this spiritual exercise as a harmful and dangerous abuse of the fancy.,anger
565,"“And the worst of it all,” thought he, “is that just now, at the very moment when my great work is approaching completion” (he was thinking of the project he was bringing forward at the time), “when I stand in need of all my mental peace and all my energies, just now this stupid worry should fall foul of me.",anger
566,But what’s to be done?,anger
567,I’m not one of those men who submit to uneasiness and worry without having the force of character to face them.,sadness
568,"“I must think it over, come to a decision, and put it out of my mind,” he said aloud.",anger
569,"“The question of her feelings, of what has passed and may be passing in her soul, that’s not my affair; that’s the affair of her conscience, and falls under the head of religion,” he said to himself, feeling consolation in the sense that he had found to which division of regulating principles this new circumstance could be properly referred.",joy
570,"“And so,” Alexey Alexandrovitch said to himself, “questions as to her feelings, and so on, are questions for her conscience, with which I can have nothing to do.",joy
571,My duty is clearly defined.,joy
572,"As the head of the family, I am a person bound in duty to guide her, and consequently, in part the person responsible; I am bound to point out the danger I perceive, to warn her, even to use my authority.",anger
573,I ought to speak plainly to her.” And everything that he would say tonight to his wife took clear shape in Alexey Alexandrovitch’s head.,anger
574,"Thinking over what he would say, he somewhat regretted that he should have to use his time and mental powers for domestic consumption, with so little to show for it, but, in spite of that, the form and contents of the speech before him shaped itself as clearly and distinctly in his head as a ministerial report.",sadness
575,"“I must say and express fully the following points: first, exposition of the value to be attached to public opinion and to decorum; secondly, exposition of religious significance of marriage; thirdly, if need be, reference to the calamity possibly ensuing to our son; fourthly, reference to the unhappiness likely to result to herself.” And, interlacing his fingers, Alexey Alexandrovitch stretched them, and the joints of the fingers cracked.",sadness
576,"This trick, a bad habit, the cracking of his fingers, always soothed him, and gave precision to his thoughts, so needful to him at this juncture.",joy
577,There was the sound of a carriage driving up to the front door.,anger
578,Alexey Alexandrovitch halted in the middle of the room.,anger
579,A woman’s step was heard mounting the stairs.,anger
580,"Alexey Alexandrovitch, ready for his speech, stood compressing his crossed fingers, waiting to see if the crack would not come again.",anger
581,One joint cracked.,anger
582,"Already, from the sound of light steps on the stairs, he was aware that she was close, and though he was satisfied with his speech, he felt frightened of the explanation confronting him.... Anna came in with hanging head, playing with the tassels of her hood.",fear
583,Her face was brilliant and glowing; but this glow was not one of brightness; it suggested the fearful glow of a conflagration in the midst of a dark night.,fear
584,"On seeing her husband, Anna raised her head and smiled, as though she had just waked up.",anger
585,“You’re not in bed?,sadness
586,"What a wonder!” she said, letting fall her hood, and without stopping, she went on into the dressing-room.",anger
587,"“It’s late, Alexey Alexandrovitch,” she said, when she had gone through the doorway.",anger
588,"“Anna, it’s necessary for me to have a talk with you.” “With me?” she said, wonderingly.",anger
589,"She came out from behind the door of the dressing-room, and looked at him.",anger
590,"“Why, what is it?",anger
591,"What about?” she asked, sitting down.",anger
592,"“Well, let’s talk, if it’s so necessary.",joy
593,"But it would be better to get to sleep.” Anna said what came to her lips, and marveled, hearing herself, at her own capacity for lying.",sadness
594,"How simple and natural were her words, and how likely that she was simply sleepy!",joy
595,She felt herself clad in an impenetrable armor of falsehood.,fear
596,She felt that some unseen force had come to her aid and was supporting her.,sadness
597,"“Anna, I must warn you,” he began.",anger
598,“Warn me?” she said.,anger
599,"“Of what?” She looked at him so simply, so brightly, that anyone who did not know her as her husband knew her could not have noticed anything unnatural, either in the sound or the sense of her words.",sadness
600,"But to him, knowing her, knowing that whenever he went to bed five minutes later than usual, she noticed it, and asked him the reason; to him, knowing that every joy, every pleasure and pain that she felt she communicated to him at once; to him, now to see that she did not care to notice his state of mind, that she did not care to say a word about herself, meant a great deal.",joy
601,"He saw that the inmost recesses of her soul, that had always hitherto lain open before him, were closed against him.",anger
602,"More than that, he saw from her tone that she was not even perturbed at that, but as it were said straight out to him: “Yes, it’s shut up, and so it must be, and will be in future.” Now he experienced a feeling such as a man might have, returning home and finding his own house locked up.",sadness
603,"“But perhaps the key may yet be found,” thought Alexey Alexandrovitch.",anger
604,"“I want to warn you,” he said in a low voice, “that through thoughtlessness and lack of caution you may cause yourself to be talked about in society.",anger
605,"Your too animated conversation this evening with Count Vronsky” (he enunciated the name firmly and with deliberate emphasis) “attracted attention.” He talked and looked at her laughing eyes, which frightened him now with their impenetrable look, and, as he talked, he felt all the uselessness and idleness of his words.",fear
606,"“You’re always like that,” she answered, as though completely misapprehending him, and of all he had said only taking in the last phrase.",anger
607,"“One time you don’t like my being dull, and another time you don’t like my being lively.",joy
608,I wasn’t dull.,sadness
609,"Does that offend you?” Alexey Alexandrovitch shivered, and bent his hands to make the joints crack.",anger
610,"“Oh, please, don’t do that, I do so dislike it,” she said.",anger
611,"“Anna, is this you?” said Alexey Alexandrovitch, quietly making an effort over himself, and restraining the motion of his fingers.",anger
612,"“But what is it all about?” she said, with such genuine and droll wonder.",joy
613,"“What do you want of me?” Alexey Alexandrovitch paused, and rubbed his forehead and his eyes.",anger
614,"He saw that instead of doing as he had intended—that is to say, warning his wife against a mistake in the eyes of the world—he had unconsciously become agitated over what was the affair of her conscience, and was struggling against the barrier he fancied between them.",fear
615,"“This is what I meant to say to you,” he went on coldly and composedly, “and I beg you to listen to it.",anger
616,"I consider jealousy, as you know, a humiliating and degrading feeling, and I shall never allow myself to be influenced by it; but there are certain rules of decorum which cannot be disregarded with impunity.",joy
617,"This evening it was not I observed it, but judging by the impression made on the company, everyone observed that your conduct and deportment were not altogether what could be desired.” “I positively don’t understand,” said Anna, shrugging her shoulders—“He doesn’t care,” she thought.",joy
618,"“But other people noticed it, and that’s what upsets him.”—“You’re not well, Alexey Alexandrovitch,” she added, and she got up, and would have gone towards the door; but he moved forward as though he would stop her.",anger
619,"His face was ugly and forbidding, as Anna had never seen him.",anger
620,"She stopped, and bending her head back and on one side, began with her rapid hand taking out her hairpins.",anger
621,"“Well, I’m listening to what’s to come,” she said, calmly and ironically; “and indeed I listen with interest, for I should like to understand what’s the matter.” She spoke, and marveled at the confident, calm, and natural tone in which she was speaking, and the choice of the words she used.",joy
622,"“To enter into all the details of your feelings I have no right, and besides, I regard that as useless and even harmful,” began Alexey Alexandrovitch.",sadness
623,"“Ferreting in one’s soul, one often ferrets out something that might have lain there unnoticed.",anger
624,"Your feelings are an affair of your own conscience; but I am in duty bound to you, to myself, and to God, to point out to you your duties.",joy
625,"Our life has been joined, not by man, but by God.",anger
626,"That union can only be severed by a crime, and a crime of that nature brings its own chastisement.” “I don’t understand a word.",anger
627,"And, oh dear!",anger
628,"how sleepy I am, unluckily,” she said, rapidly passing her hand through her hair, feeling for the remaining hairpins.",joy
629,"“Anna, for God’s sake don’t speak like that!” he said gently.",anger
630,"“Perhaps I am mistaken, but believe me, what I say, I say as much for myself as for you.",anger
631,"I am your husband, and I love you.” For an instant her face fell, and the mocking gleam in her eyes died away; but the word _love_ threw her into revolt again.",sadness
632,She thought: “Love?,anger
633,Can he love?,anger
634,"If he hadn’t heard there was such a thing as love, he would never have used the word.",anger
635,"He doesn’t even know what love is.” “Alexey Alexandrovitch, really I don’t understand,” she said.",anger
636,"“Define what it is you find....” “Pardon, let me say all I have to say.",anger
637,I love you.,anger
638,But I am not speaking of myself; the most important persons in this matter are our son and yourself.,joy
639,"It may very well be, I repeat, that my words seem to you utterly unnecessary and out of place; it may be that they are called forth by my mistaken impression.",sadness
640,"In that case, I beg you to forgive me.",anger
641,"But if you are conscious yourself of even the smallest foundation for them, then I beg you to think a little, and if your heart prompts you, to speak out to me....” Alexey Alexandrovitch was unconsciously saying something utterly unlike what he had prepared.",joy
642,“I have nothing to say.,anger
643,"And besides,” she said hurriedly, with difficulty repressing a smile, “it’s really time to be in bed.” Alexey Alexandrovitch sighed, and, without saying more, went into the bedroom.",sadness
644,"When she came into the bedroom, he was already in bed.",sadness
645,"His lips were sternly compressed, and his eyes looked away from her.",anger
646,"Anna got into her bed, and lay expecting every minute that he would begin to speak to her again.",anger
647,She both feared his speaking and wished for it.,anger
648,But he was silent.,fear
649,"She waited for a long while without moving, and had forgotten about him.",anger
650,"She thought of that other; she pictured him, and felt how her heart was flooded with emotion and guilty delight at the thought of him.",joy
651,"Suddenly she heard an even, tranquil snore.",joy
652,"For the first instant Alexey Alexandrovitch seemed, as it were, appalled at his own snoring, and ceased; but after an interval of two breathings the snore sounded again, with a new tranquil rhythm.",joy
653,"“It’s late, it’s late,” she whispered with a smile.",joy
654,"A long while she lay, not moving, with open eyes, whose brilliance she almost fancied she could herself see in the darkness.",joy
655,From that time a new life began for Alexey Alexandrovitch and for his wife.,anger
656,Nothing special happened.,joy
657,"Anna went out into society, as she had always done, was particularly often at Princess Betsy’s, and met Vronsky everywhere.",anger
658,"Alexey Alexandrovitch saw this, but could do nothing.",joy
659,"All his efforts to draw her into open discussion she confronted with a barrier which he could not penetrate, made up of a sort of amused perplexity.",joy
660,"Outwardly everything was the same, but their inner relations were completely changed.",anger
661,"Alexey Alexandrovitch, a man of great power in the world of politics, felt himself helpless in this.",fear
662,"Like an ox with head bent, submissively he awaited the blow which he felt was lifted over him.",joy
663,"Every time he began to think about it, he felt that he must try once more, that by kindness, tenderness, and persuasion there was still hope of saving her, of bringing her back to herself, and every day he made ready to talk to her.",joy
664,"But every time he began talking to her, he felt that the spirit of evil and deceit, which had taken possession of her, had possession of him too, and he talked to her in a tone quite unlike that in which he had meant to talk.",anger
665,Involuntarily he talked to her in his habitual tone of jeering at anyone who should say what he was saying.,anger
666,And in that tone it was impossible to say what needed to be said to her.,anger
667,"That which for Vronsky had been almost a whole year the one absorbing desire of his life, replacing all his old desires; that which for Anna had been an impossible, terrible, and even for that reason more entrancing dream of bliss, that desire had been fulfilled.",joy
668,"He stood before her, pale, his lower jaw quivering, and besought her to be calm, not knowing how or why.",fear
669,“Anna!,anger
670,"Anna!” he said with a choking voice, “Anna, for pity’s sake!...” But the louder he spoke, the lower she dropped her once proud and gay, now shame-stricken head, and she bowed down and sank from the sofa where she was sitting, down on the floor, at his feet; she would have fallen on the carpet if he had not held her.",sadness
671,“My God!,anger
672,"Forgive me!” she said, sobbing, pressing his hands to her bosom.",sadness
673,"She felt so sinful, so guilty, that nothing was left her but to humiliate herself and beg forgiveness; and as now there was no one in her life but him, to him she addressed her prayer for forgiveness.",sadness
674,"Looking at him, she had a physical sense of her humiliation, and she could say nothing more.",joy
675,"He felt what a murderer must feel, when he sees the body he has robbed of life.",sadness
676,"That body, robbed by him of life, was their love, the first stage of their love.",sadness
677,There was something awful and revolting in the memory of what had been bought at this fearful price of shame.,sadness
678,Shame at their spiritual nakedness crushed her and infected him.,sadness
679,"But in spite of all the murderer’s horror before the body of his victim, he must hack it to pieces, hide the body, must use what he has gained by his murder.",anger
680,"And with fury, as it were with passion, the murderer falls on the body, and drags it and hacks at it; so he covered her face and shoulders with kisses.",love
681,"She held his hand, and did not stir.",anger
