,0,Emotion
404,"Kitty and Levin would be of the party, and that this might not be obtrusively evident, there would be a girl cousin too, and young Shtcherbatsky, and _la pièce de resistance_ among the guests—Sergey Koznishev and Alexey Alexandrovitch.",joy
405,"Sergey Ivanovitch was a Moscow man, and a philosopher; Alexey Alexandrovitch a Petersburger, and a practical politician.",anger
406,"He was asking, too, the well-known eccentric enthusiast, Pestsov, a liberal, a great talker, a musician, an historian, and the most delightfully youthful person of fifty, who would be a sauce or garnish for Koznishev and Karenin.",joy
407,He would provoke them and set them off.,anger
408,"The second installment for the forest had been received from the merchant and was not yet exhausted; Dolly had been very amiable and good-humored of late, and the idea of the dinner pleased Stepan Arkadyevitch from every point of view.",joy
409,He was in the most light-hearted mood.,anger
410,"There were two circumstances a little unpleasant, but these two circumstances were drowned in the sea of good-humored gaiety which flooded the soul of Stepan Arkadyevitch.",sadness
411,"These two circumstances were: first, that on meeting Alexey Alexandrovitch the day before in the street he had noticed that he was cold and reserved with him, and putting the expression of Alexey Alexandrovitch’s face and the fact that he had not come to see them or let them know of his arrival with the rumors he had heard about Anna and Vronsky, Stepan Arkadyevitch guessed that something was wrong between the husband and wife.",anger
412,That was one disagreeable thing.,anger
413,"The other slightly disagreeable fact was that the new head of his department, like all new heads, had the reputation already of a terrible person, who got up at six o’clock in the morning, worked like a horse, and insisted on his subordinates working in the same way.",anger
414,"Moreover, this new head had the further reputation of being a bear in his manners, and was, according to all reports, a man of a class in all respects the opposite of that to which his predecessor had belonged, and to which Stepan Arkadyevitch had hitherto belonged himself.",anger
415,"On the previous day Stepan Arkadyevitch had appeared at the office in a uniform, and the new chief had been very affable and had talked to him as to an acquaintance.",anger
416,Consequently Stepan Arkadyevitch deemed it his duty to call upon him in his non-official dress.,anger
417,The thought that the new chief might not tender him a warm reception was the other unpleasant thing.,anger
418,But Stepan Arkadyevitch instinctively felt that everything would _come round_ all right.,joy
419,"“They’re all people, all men, like us poor sinners; why be nasty and quarrelsome?” he thought as he went into the hotel.",anger
420,"“Good-day, Vassily,” he said, walking into the corridor with his hat cocked on one side, and addressing a footman he knew; “why, you’ve let your whiskers grow!",joy
421,"Levin, number seven, eh?",anger
422,"Take me up, please.",anger
423,"And find out whether Count Anitchkin” (this was the new head) “is receiving.” “Yes, sir,” Vassily responded, smiling.",joy
424,"“You’ve not been to see us for a long while.” “I was here yesterday, but at the other entrance.",anger
425,"Is this number seven?” Levin was standing with a peasant from Tver in the middle of the room, measuring a fresh bearskin, when Stepan Arkadyevitch went in.",anger
426,“What!,anger
427,you killed him?” cried Stepan Arkadyevitch.,anger
428,“Well done!,joy
429,A she-bear?,anger
430,"How are you, Arhip!” He shook hands with the peasant and sat down on the edge of a chair, without taking off his coat and hat.",joy
431,"“Come, take off your coat and stay a little,” said Levin, taking his hat.",joy
432,"“No, I haven’t time; I’ve only looked in for a tiny second,” answered Stepan Arkadyevitch.",anger
433,"He threw open his coat, but afterwards did take it off, and sat on for a whole hour, talking to Levin about hunting and the most intimate subjects.",anger
434,"“Come, tell me, please, what you did abroad?",anger
435,"Where have you been?” said Stepan Arkadyevitch, when the peasant had gone.",anger
436,"“Oh, I stayed in Germany, in Prussia, in France, and in England—not in the capitals, but in the manufacturing towns, and saw a great deal that was new to me.",anger
437,"And I’m glad I went.” “Yes, I knew your idea of the solution of the labor question.” “Not a bit: in Russia there can be no labor question.",anger
438,"In Russia the question is that of the relation of the working people to the land; though the question exists there too—but there it’s a matter of repairing what’s been ruined, while with us....” Stepan Arkadyevitch listened attentively to Levin.",anger
439,"“Yes, yes!” he said, “it’s very possible you’re right.",joy
440,"But I’m glad you’re in good spirits, and are hunting bears, and working, and interested.",joy
441,"Shtcherbatsky told me another story—he met you—that you were in such a depressed state, talking of nothing but death....” “Well, what of it?",anger
442,"I’ve not given up thinking of death,” said Levin.",anger
443,“It’s true that it’s high time I was dead; and that all this is nonsense.,anger
444,It’s the truth I’m telling you.,anger
445,"I do value my idea and my work awfully; but in reality only consider this: all this world of ours is nothing but a speck of mildew, which has grown up on a tiny planet.",anger
446,"And for us to suppose we can have something great—ideas, work—it’s all dust and ashes.” “But all that’s as old as the hills, my boy!” “It is old; but do you know, when you grasp this fully, then somehow everything becomes of no consequence.",joy
447,"When you understand that you will die tomorrow, if not today, and nothing will be left, then everything is so unimportant!",sadness
448,"And I consider my idea very important, but it turns out really to be as unimportant too, even if it were carried out, as doing for that bear.",anger
449,"So one goes on living, amusing oneself with hunting, with work—anything so as not to think of death!” Stepan Arkadyevitch smiled a subtle affectionate smile as he listened to Levin.",joy
450,"“Well, of course!",anger
451,Here you’ve come round to my point.,anger
452,Do you remember you attacked me for seeking enjoyment in life?,joy
453,"Don’t be so severe, O moralist!” “No; all the same, what’s fine in life is....” Levin hesitated—“oh, I don’t know.",anger
454,"All I know is that we shall soon be dead.” “Why so soon?” “And do you know, there’s less charm in life, when one thinks of death, but there’s more peace.” “On the contrary, the finish is always the best.",joy
455,"But I must be going,” said Stepan Arkadyevitch, getting up for the tenth time.",anger
456,"“Oh, no, stay a bit!” said Levin, keeping him.",anger
457,"“Now, when shall we see each other again?",anger
458,I’m going tomorrow.” “I’m a nice person!,joy
459,"Why, that’s just what I came for!",anger
460,You simply must come to dinner with us today.,anger
461,"Your brother’s coming, and Karenin, my brother-in-law.” “You don’t mean to say he’s here?” said Levin, and he wanted to inquire about Kitty.",anger
462,"He had heard at the beginning of the winter that she was at Petersburg with her sister, the wife of the diplomat, and he did not know whether she had come back or not; but he changed his mind and did not ask.",anger
463,"“Whether she’s coming or not, I don’t care,” he said to himself.",anger
464,"“So you’ll come?” “Of course.” “At five o’clock, then, and not evening dress.” And Stepan Arkadyevitch got up and went down below to the new head of his department.",anger
465,Instinct had not misled Stepan Arkadyevitch.,sadness
466,"The terrible new head turned out to be an extremely amenable person, and Stepan Arkadyevitch lunched with him and stayed on, so that it was four o’clock before he got to Alexey Alexandrovitch.",anger
467,"Alexey Alexandrovitch, on coming back from church service, had spent the whole morning indoors.",anger
468,"He had two pieces of business before him that morning; first, to receive and send on a deputation from the native tribes which was on its way to Petersburg, and now at Moscow; secondly, to write the promised letter to the lawyer.",anger
469,"The deputation, though it had been summoned at Alexey Alexandrovitch’s instigation, was not without its discomforting and even dangerous aspect, and he was glad he had found it in Moscow.",anger
470,The members of this deputation had not the slightest conception of their duty and the part they were to play.,anger
471,"They naïvely believed that it was their business to lay before the commission their needs and the actual condition of things, and to ask assistance of the government, and utterly failed to grasp that some of their statements and requests supported the contention of the enemy’s side, and so spoiled the whole business.",anger
472,"Alexey Alexandrovitch was busily engaged with them for a long while, drew up a program for them from which they were not to depart, and on dismissing them wrote a letter to Petersburg for the guidance of the deputation.",anger
473,He had his chief support in this affair in the Countess Lidia Ivanovna.,anger
474,"She was a specialist in the matter of deputations, and no one knew better than she how to manage them, and put them in the way they should go.",anger
475,"Having completed this task, Alexey Alexandrovitch wrote the letter to the lawyer.",anger
476,Without the slightest hesitation he gave him permission to act as he might judge best.,joy
477,"In the letter he enclosed three of Vronsky’s notes to Anna, which were in the portfolio he had taken away.",anger
478,"Since Alexey Alexandrovitch had left home with the intention of not returning to his family again, and since he had been at the lawyer’s and had spoken, though only to one man, of his intention, since especially he had translated the matter from the world of real life to the world of ink and paper, he had grown more and more used to his own intention, and by now distinctly perceived the feasibility of its execution.",joy
479,"He was sealing the envelope to the lawyer, when he heard the loud tones of Stepan Arkadyevitch’s voice.",fear
480,"Stepan Arkadyevitch was disputing with Alexey Alexandrovitch’s servant, and insisting on being announced.",anger
481,"“No matter,” thought Alexey Alexandrovitch, “so much the better.",joy
482,"I will inform him at once of my position in regard to his sister, and explain why it is I can’t dine with him.” “Come in!” he said aloud, collecting his papers, and putting them in the blotting-paper.",anger
483,"“There, you see, you’re talking nonsense, and he’s at home!” responded Stepan Arkadyevitch’s voice, addressing the servant, who had refused to let him in, and taking off his coat as he went, Oblonsky walked into the room.",anger
484,"“Well, I’m awfully glad I’ve found you!",joy
485,So I hope....” Stepan Arkadyevitch began cheerfully.,joy
486,"“I cannot come,” Alexey Alexandrovitch said coldly, standing and not asking his visitor to sit down.",anger
487,Alexey Alexandrovitch had thought to pass at once into those frigid relations in which he ought to stand with the brother of a wife against whom he was beginning a suit for divorce.,sadness
488,But he had not taken into account the ocean of kindliness brimming over in the heart of Stepan Arkadyevitch.,joy
489,"Stepan Arkadyevitch opened wide his clear, shining eyes.",joy
490,“Why can’t you?,anger
491,"What do you mean?” he asked in perplexity, speaking in French.",anger
492,"“Oh, but it’s a promise.",joy
493,"And we’re all counting on you.” “I want to tell you that I can’t dine at your house, because the terms of relationship which have existed between us must cease.” “How?",anger
494,How do you mean?,anger
495,What for?” said Stepan Arkadyevitch with a smile.,joy
496,"“Because I am beginning an action for divorce against your sister, my wife.",anger
497,"I ought to have....” But, before Alexey Alexandrovitch had time to finish his sentence, Stepan Arkadyevitch was behaving not at all as he had expected.",anger
498,He groaned and sank into an armchair.,anger
499,"“No, Alexey Alexandrovitch!",anger
500,"What are you saying?” cried Oblonsky, and his suffering was apparent in his face.",sadness
501,"“It is so.” “Excuse me, I can’t, I can’t believe it!” Alexey Alexandrovitch sat down, feeling that his words had not had the effect he anticipated, and that it would be unavoidable for him to explain his position, and that, whatever explanations he might make, his relations with his brother-in-law would remain unchanged.",sadness
502,"“Yes, I am brought to the painful necessity of seeking a divorce,” he said.",anger
503,"“I will say one thing, Alexey Alexandrovitch.",anger
504,"I know you for an excellent, upright man; I know Anna—excuse me, I can’t change my opinion of her—for a good, an excellent woman; and so, excuse me, I cannot believe it.",joy
505,"There is some misunderstanding,” said he.",anger
506,"“Oh, if it were merely a misunderstanding!...” “Pardon, I understand,” interposed Stepan Arkadyevitch.",anger
507,“But of course.... One thing: you must not act in haste.,anger
508,"You must not, you must not act in haste!” “I am not acting in haste,” Alexey Alexandrovitch said coldly, “but one cannot ask advice of anyone in such a matter.",anger
509,I have quite made up my mind.” “This is awful!” said Stepan Arkadyevitch.,sadness
510,"“I would do one thing, Alexey Alexandrovitch.",anger
511,"I beseech you, do it!” he said.",anger
512,"“No action has yet been taken, if I understand rightly.",anger
513,"Before you take advice, see my wife, talk to her.",anger
514,"She loves Anna like a sister, she loves you, and she’s a wonderful woman.",joy
515,"For God’s sake, talk to her!",anger
516,"Do me that favor, I beseech you!” Alexey Alexandrovitch pondered, and Stepan Arkadyevitch looked at him sympathetically, without interrupting his silence.",anger
517,“You will go to see her?” “I don’t know.,anger
518,That was just why I have not been to see you.,anger
519,I imagine our relations must change.” “Why so?,anger
520,I don’t see that.,anger
521,"Allow me to believe that apart from our connection you have for me, at least in part, the same friendly feeling I have always had for you ... and sincere esteem,” said Stepan Arkadyevitch, pressing his hand.",joy
522,"“Even if your worst suppositions were correct, I don’t—and never would—take on myself to judge either side, and I see no reason why our relations should be affected.",anger
523,"But now, do this, come and see my wife.” “Well, we look at the matter differently,” said Alexey Alexandrovitch coldly.",anger
524,"“However, we won’t discuss it.” “No; why shouldn’t you come today to dine, anyway?",anger
525,My wife’s expecting you.,anger
526,"Please, do come.",joy
527,"And, above all, talk it over with her.",anger
528,She’s a wonderful woman.,joy
529,"For God’s sake, on my knees, I implore you!” “If you so much wish it, I will come,” said Alexey Alexandrovitch, sighing.",anger
530,"And, anxious to change the conversation, he inquired about what interested them both—the new head of Stepan Arkadyevitch’s department, a man not yet old, who had suddenly been promoted to so high a position.",fear
531,"Alexey Alexandrovitch had previously felt no liking for Count Anitchkin, and had always differed from him in his opinions.",joy
532,"But now, from a feeling readily comprehensible to officials—that hatred felt by one who has suffered a defeat in the service for one who has received a promotion, he could not endure him.",sadness
533,"“Well, have you seen him?” said Alexey Alexandrovitch with a malignant smile.",anger
534,“Of course; he was at our sitting yesterday.,anger
535,"He seems to know his work capitally, and to be very energetic.” “Yes, but what is his energy directed to?” said Alexey Alexandrovitch.",joy
536,"“Is he aiming at doing anything, or simply undoing what’s been done?",anger
537,"It’s the great misfortune of our government—this paper administration, of which he’s a worthy representative.” “Really, I don’t know what fault one could find with him.",anger
538,"His policy I don’t know, but one thing—he’s a very nice fellow,” answered Stepan Arkadyevitch.",joy
539,"“I’ve just been seeing him, and he’s really a capital fellow.",anger
540,"We lunched together, and I taught him how to make, you know that drink, wine and oranges.",anger
541,It’s so cooling.,anger
542,And it’s a wonder he didn’t know it.,joy
543,He liked it awfully.,anger
544,"No, really he’s a capital fellow.” Stepan Arkadyevitch glanced at his watch.",anger
545,"“Why, good heavens, it’s four already, and I’ve still to go to Dolgovushin’s!",joy
546,So please come round to dinner.,anger
547,You can’t imagine how you will grieve my wife and me.” The way in which Alexey Alexandrovitch saw his brother-in-law out was very different from the manner in which he had met him.,anger
548,"“I’ve promised, and I’ll come,” he answered wearily.",joy
549,"“Believe me, I appreciate it, and I hope you won’t regret it,” answered Stepan Arkadyevitch, smiling.",joy
550,"And, putting on his coat as he went, he patted the footman on the head, chuckled, and went out.",anger
551,"“At five o’clock, and not evening dress, please,” he shouted once more, turning at the door.",anger
552,"It was past five, and several guests had already arrived, before the host himself got home.",anger
553,"He went in together with Sergey Ivanovitch Koznishev and Pestsov, who had reached the street door at the same moment.",anger
554,"These were the two leading representatives of the Moscow intellectuals, as Oblonsky had called them.",anger
555,Both were men respected for their character and their intelligence.,joy
556,"They respected each other, but were in complete and hopeless disagreement upon almost every subject, not because they belonged to opposite parties, but precisely because they were of the same party (their enemies refused to see any distinction between their views); but, in that party, each had his own special shade of opinion.",joy
557,"And since no difference is less easily overcome than the difference of opinion about semi-abstract questions, they never agreed in any opinion, and had long, indeed, been accustomed to jeer without anger, each at the other’s incorrigible aberrations.",anger
558,"They were just going in at the door, talking of the weather, when Stepan Arkadyevitch overtook them.",anger
559,"In the drawing-room there were already sitting Prince Alexander Dmitrievitch Shtcherbatsky, young Shtcherbatsky, Turovtsin, Kitty, and Karenin.",joy
560,Stepan Arkadyevitch saw immediately that things were not going well in the drawing-room without him.,anger
561,"Darya Alexandrovna, in her best gray silk gown, obviously worried about the children, who were to have their dinner by themselves in the nursery, and by her husband’s absence, was not equal to the task of making the party mix without him.",anger
562,"All were sitting like so many priests’ wives on a visit (so the old prince expressed it), obviously wondering why they were there, and pumping up remarks simply to avoid being silent.",sadness
563,"Turovtsin—good, simple man—felt unmistakably a fish out of water, and the smile with which his thick lips greeted Stepan Arkadyevitch said, as plainly as words: “Well, old boy, you have popped me down in a learned set!",joy
564,"A drinking party now, or the _Château des Fleurs_, would be more in my line!” The old prince sat in silence, his bright little eyes watching Karenin from one side, and Stepan Arkadyevitch saw that he had already formed a phrase to sum up that politician of whom guests were invited to partake as though he were a sturgeon.",joy
565,"Kitty was looking at the door, calling up all her energies to keep her from blushing at the entrance of Konstantin Levin.",anger
566,"Young Shtcherbatsky, who had not been introduced to Karenin, was trying to look as though he were not in the least conscious of it.",joy
567,Karenin himself had followed the Petersburg fashion for a dinner with ladies and was wearing evening dress and a white tie.,joy
568,"Stepan Arkadyevitch saw by his face that he had come simply to keep his promise, and was performing a disagreeable duty in being present at this gathering.",anger
569,He was indeed the person chiefly responsible for the chill benumbing all the guests before Stepan Arkadyevitch came in.,joy
570,"On entering the drawing-room Stepan Arkadyevitch apologized, explaining that he had been detained by that prince, who was always the scapegoat for all his absences and unpunctualities, and in one moment he had made all the guests acquainted with each other, and, bringing together Alexey Alexandrovitch and Sergey Koznishev, started them on a discussion of the Russification of Poland, into which they immediately plunged with Pestsov.",joy
571,"Slapping Turovtsin on the shoulder, he whispered something comic in his ear, and set him down by his wife and the old prince.",anger
572,"Then he told Kitty she was looking very pretty that evening, and presented Shtcherbatsky to Karenin.",joy
573,"In a moment he had so kneaded together the social dough that the drawing-room became very lively, and there was a merry buzz of voices.",joy
574,Konstantin Levin was the only person who had not arrived.,anger
575,"But this was so much the better, as going into the dining-room, Stepan Arkadyevitch found to his horror that the port and sherry had been procured from Depré, and not from Levy, and, directing that the coachman should be sent off as speedily as possible to Levy’s, he was going back to the drawing-room.",anger
576,In the dining-room he was met by Konstantin Levin.,anger
577,"“I’m not late?” “You can never help being late!” said Stepan Arkadyevitch, taking his arm.",anger
578,“Have you a lot of people?,anger
579,"Who’s here?” asked Levin, unable to help blushing, as he knocked the snow off his cap with his glove.",fear
580,“All our own set.,joy
581,Kitty’s here.,joy
582,"Come along, I’ll introduce you to Karenin.” Stepan Arkadyevitch, for all his liberal views, was well aware that to meet Karenin was sure to be felt a flattering distinction, and so treated his best friends to this honor.",joy
583,But at that instant Konstantin Levin was not in a condition to feel all the gratification of making such an acquaintance.,joy
584,"He had not seen Kitty since that memorable evening when he met Vronsky, not counting, that is, the moment when he had had a glimpse of her on the highroad.",joy
585,He had known at the bottom of his heart that he would see her here today.,joy
586,"But to keep his thoughts free, he had tried to persuade himself that he did not know it.",joy
587,"Now when he heard that she was here, he was suddenly conscious of such delight, and at the same time of such dread, that his breath failed him and he could not utter what he wanted to say.",sadness
588,"“What is she like, what is she like?",anger
589,"Like what she used to be, or like what she was in the carriage?",anger
590,What if Darya Alexandrovna told the truth?,anger
591,Why shouldn’t it be the truth?” he thought.,anger
592,"“Oh, please, introduce me to Karenin,” he brought out with an effort, and with a desperately determined step he walked into the drawing-room and beheld her.",anger
593,"She was not the same as she used to be, nor was she as she had been in the carriage; she was quite different.",anger
594,"She was scared, shy, shame-faced, and still more charming from it.",joy
595,She saw him the very instant he walked into the room.,anger
596,She had been expecting him.,anger
597,"She was delighted, and so confused at her own delight that there was a moment, the moment when he went up to her sister and glanced again at her, when she, and he, and Dolly, who saw it all, thought she would break down and would begin to cry.",fear
598,"She crimsoned, turned white, crimsoned again, and grew faint, waiting with quivering lips for him to come to her.",fear
599,"He went up to her, bowed, and held out his hand without speaking.",anger
600,"Except for the slight quiver of her lips and the moisture in her eyes that made them brighter, her smile was almost calm as she said: “How long it is since we’ve seen each other!” and with desperate determination she pressed his hand with her cold hand.",anger
601,"“You’ve not seen me, but I’ve seen you,” said Levin, with a radiant smile of happiness.",joy
602,"“I saw you when you were driving from the railway station to Ergushovo.” “When?” she asked, wondering.",fear
603,"“You were driving to Ergushovo,” said Levin, feeling as if he would sob with the rapture that was flooding his heart.",sadness
604,“And how dared I associate a thought of anything not innocent with this touching creature?,joy
605,"And, yes, I do believe it’s true what Darya Alexandrovna told me,” he thought.",anger
606,Stepan Arkadyevitch took him by the arm and led him away to Karenin.,anger
607,“Let me introduce you.” He mentioned their names.,anger
608,"“Very glad to meet you again,” said Alexey Alexandrovitch coldly, shaking hands with Levin.",joy
609,“You are acquainted?” Stepan Arkadyevitch asked in surprise.,joy
610,"“We spent three hours together in the train,” said Levin smiling, “but got out, just as in a masquerade, quite mystified—at least I was.” “Nonsense!",anger
611,"Come along, please,” said Stepan Arkadyevitch, pointing in the direction of the dining-room.",joy
612,"The men went into the dining-room and went up to a table, laid with six sorts of spirits and as many kinds of cheese, some with little silver spades and some without, caviar, herrings, preserves of various kinds, and plates with slices of French bread.",anger
613,"The men stood round the strong-smelling spirits and salt delicacies, and the discussion of the Russification of Poland between Koznishev, Karenin, and Pestsov died down in anticipation of dinner.",joy
614,Sergey Ivanovitch was unequaled in his skill in winding up the most heated and serious argument by some unexpected pinch of Attic salt that changed the disposition of his opponent.,joy
615,He did this now.,anger
616,Alexey Alexandrovitch had been maintaining that the Russification of Poland could only be accomplished as a result of larger measures which ought to be introduced by the Russian government.,anger
617,Pestsov insisted that one country can only absorb another when it is the more densely populated.,joy
618,"Koznishev admitted both points, but with limitations.",joy
619,"As they were going out of the drawing-room to conclude the argument, Koznishev said, smiling: “So, then, for the Russification of our foreign populations there is but one method—to bring up as many children as one can.",anger
620,"My brother and I are terribly in fault, I see.",anger
621,"You married men, especially you, Stepan Arkadyevitch, are the real patriots: what number have you reached?” he said, smiling genially at their host and holding out a tiny wine-glass to him.",anger
622,"Everyone laughed, and Stepan Arkadyevitch with particular good humor.",joy
623,"“Oh, yes, that’s the best method!” he said, munching cheese and filling the wine-glass with a special sort of spirit.",joy
624,The conversation dropped at the jest.,anger
625,“This cheese is not bad.,sadness
626,Shall I give you some?” said the master of the house.,anger
627,"“Why, have you been going in for gymnastics again?” he asked Levin, pinching his muscle with his left hand.",anger
628,"Levin smiled, bent his arm, and under Stepan Arkadyevitch’s fingers the muscles swelled up like a sound cheese, hard as a knob of iron, through the fine cloth of the coat.",joy
629,“What biceps!,joy
630,"A perfect Samson!” “I imagine great strength is needed for hunting bears,” observed Alexey Alexandrovitch, who had the mistiest notions about the chase.",joy
631,He cut off and spread with cheese a wafer of bread fine as a spider-web.,joy
632,Levin smiled.,joy
633,“Not at all.,anger
634,"Quite the contrary; a child can kill a bear,” he said, with a slight bow moving aside for the ladies, who were approaching the table.",anger
635,"“You have killed a bear, I’ve been told!” said Kitty, trying assiduously to catch with her fork a perverse mushroom that would slip away, and setting the lace quivering over her white arm.",fear
636,"“Are there bears on your place?” she added, turning her charming little head to him and smiling.",joy
637,"There was apparently nothing extraordinary in what she said, but what unutterable meaning there was for him in every sound, in every turn of her lips, her eyes, her hand as she said it!",anger
638,"There was entreaty for forgiveness, and trust in him, and tenderness—soft, timid tenderness—and promise and hope and love for him, which he could not but believe in and which choked him with happiness.",fear
639,"“No, we’ve been hunting in the Tver province.",anger
640,"It was coming back from there that I met your _beau-frère_ in the train, or your _beau-frère’s_ brother-in-law,” he said with a smile.",joy
641,"“It was an amusing meeting.” And he began telling with droll good-humor how, after not sleeping all night, he had, wearing an old fur-lined, full-skirted coat, got into Alexey Alexandrovitch’s compartment.",joy
642,"“The conductor, forgetting the proverb, would have chucked me out on account of my attire; but thereupon I began expressing my feelings in elevated language, and ... you, too,” he said, addressing Karenin and forgetting his name, “at first would have ejected me on the ground of the old coat, but afterwards you took my part, for which I am extremely grateful.” “The rights of passengers generally to choose their seats are too ill-defined,” said Alexey Alexandrovitch, rubbing the tips of his fingers on his handkerchief.",joy
643,"“I saw you were in uncertainty about me,” said Levin, smiling good-naturedly, “but I made haste to plunge into intellectual conversation to smooth over the defects of my attire.” Sergey Ivanovitch, while he kept up a conversation with their hostess, had one ear for his brother, and he glanced askance at him.",anger
644,“What is the matter with him today?,anger
645,Why such a conquering hero?” he thought.,anger
646,He did not know that Levin was feeling as though he had grown wings.,joy
647,Levin knew she was listening to his words and that she was glad to listen to him.,joy
648,And this was the only thing that interested him.,anger
649,"Not in that room only, but in the whole world, there existed for him only himself, with enormously increased importance and dignity in his own eyes, and she.",joy
650,"He felt himself on a pinnacle that made him giddy, and far away down below were all those nice excellent Karenins, Oblonskys, and all the world.",joy
651,"Quite without attracting notice, without glancing at them, as though there were no other places left, Stepan Arkadyevitch put Levin and Kitty side by side.",anger
652,"“Oh, you may as well sit there,” he said to Levin.",anger
653,"The dinner was as choice as the china, in which Stepan Arkadyevitch was a connoisseur.",anger
654,The _soupe Marie-Louise_ was a splendid success; the tiny pies eaten with it melted in the mouth and were irreproachable.,joy
655,"The two footmen and Matvey, in white cravats, did their duty with the dishes and wines unobtrusively, quietly, and swiftly.",joy
656,On the material side the dinner was a success; it was no less so on the immaterial.,anger
657,"The conversation, at times general and at times between individuals, never paused, and towards the end the company was so lively that the men rose from the table, without stopping speaking, and even Alexey Alexandrovitch thawed.",joy
658,"Pestsov liked thrashing an argument out to the end, and was not satisfied with Sergey Ivanovitch’s words, especially as he felt the injustice of his view.",anger
659,"“I did not mean,” he said over the soup, addressing Alexey Alexandrovitch, “mere density of population alone, but in conjunction with fundamental ideas, and not by means of principles.” “It seems to me,” Alexey Alexandrovitch said languidly, and with no haste, “that that’s the same thing.",joy
660,"In my opinion, influence over another people is only possible to the people which has the higher development, which....” “But that’s just the question,” Pestsov broke in in his bass.",anger
661,"He was always in a hurry to speak, and seemed always to put his whole soul into what he was saying.",anger
662,“In what are we to make higher development consist?,joy
663,"The English, the French, the Germans, which is at the highest stage of development?",anger
664,Which of them will nationalize the other?,anger
665,"We see the Rhine provinces have been turned French, but the Germans are not at a lower stage!” he shouted.",anger
666,"“There is another law at work there.” “I fancy that the greater influence is always on the side of true civilization,” said Alexey Alexandrovitch, slightly lifting his eyebrows.",joy
667,“But what are we to lay down as the outward signs of true civilization?” said Pestsov.,joy
668,"“I imagine such signs are generally very well known,” said Alexey Alexandrovitch.",joy
669,“But are they fully known?” Sergey Ivanovitch put in with a subtle smile.,joy
670,"“It is the accepted view now that real culture must be purely classical; but we see most intense disputes on each side of the question, and there is no denying that the opposite camp has strong points in its favor.” “You are for classics, Sergey Ivanovitch.",joy
671,Will you take red wine?” said Stepan Arkadyevitch.,anger
672,"“I am not expressing my own opinion of either form of culture,” Sergey Ivanovitch said, holding out his glass with a smile of condescension, as to a child.",joy
673,"“I only say that both sides have strong arguments to support them,” he went on, addressing Alexey Alexandrovitch.",anger
674,"“My sympathies are classical from education, but in this discussion I am personally unable to arrive at a conclusion.",joy
675,"I see no distinct grounds for classical studies being given a preeminence over scientific studies.” “The natural sciences have just as great an educational value,” put in Pestsov.",joy
676,"“Take astronomy, take botany, or zoology with its system of general principles.” “I cannot quite agree with that,” responded Alexey Alexandrovitch “It seems to me that one must admit that the very process of studying the forms of language has a peculiarly favorable influence on intellectual development.",joy
677,"Moreover, it cannot be denied that the influence of the classical authors is in the highest degree moral, while, unfortunately, with the study of the natural sciences are associated the false and noxious doctrines which are the curse of our day.” Sergey Ivanovitch would have said something, but Pestsov interrupted him in his rich bass.",sadness
678,He began warmly contesting the justice of this view.,joy
679,"Sergey Ivanovitch waited serenely to speak, obviously with a convincing reply ready.",joy
680,"“But,” said Sergey Ivanovitch, smiling subtly, and addressing Karenin, “One must allow that to weigh all the advantages and disadvantages of classical and scientific studies is a difficult task, and the question which form of education was to be preferred would not have been so quickly and conclusively decided if there had not been in favor of classical education, as you expressed it just now, its moral—_disons le mot_—anti-nihilist influence.” “Undoubtedly.” “If it had not been for the distinctive property of anti-nihilistic influence on the side of classical studies, we should have considered the subject more, have weighed the arguments on both sides,” said Sergey Ivanovitch with a subtle smile, “we should have given elbow-room to both tendencies.",joy
681,"But now we know that these little pills of classical learning possess the medicinal property of anti-nihilism, and we boldly prescribe them to our patients....",joy
682,But what if they had no such medicinal property?” he wound up humorously.,anger
683,"At Sergey Ivanovitch’s little pills, everyone laughed; Turovtsin in especial roared loudly and jovially, glad at last to have found something to laugh at, all he ever looked for in listening to conversation.",anger
684,Stepan Arkadyevitch had not made a mistake in inviting Pestsov.,joy
685,With Pestsov intellectual conversation never flagged for an instant.,joy
686,"Directly Sergey Ivanovitch had concluded the conversation with his jest, Pestsov promptly started a new one.",anger
687,"“I can’t agree even,” said he, “that the government had that aim.",anger
688,"The government obviously is guided by abstract considerations, and remains indifferent to the influence its measures may exercise.",anger
689,"The education of women, for instance, would naturally be regarded as likely to be harmful, but the government opens schools and universities for women.” And the conversation at once passed to the new subject of the education of women.",anger
690,"Alexey Alexandrovitch expressed the idea that the education of women is apt to be confounded with the emancipation of women, and that it is only so that it can be considered dangerous.",anger
691,"“I consider, on the contrary, that the two questions are inseparably connected together,” said Pestsov; “it is a vicious circle.",anger
692,"Woman is deprived of rights from lack of education, and the lack of education results from the absence of rights.",sadness
693,"We must not forget that the subjection of women is so complete, and dates from such ages back that we are often unwilling to recognize the gulf that separates them from us,” said he.",anger
694,"“You said rights,” said Sergey Ivanovitch, waiting till Pestsov had finished, “meaning the right of sitting on juries, of voting, of presiding at official meetings, the right of entering the civil service, of sitting in parliament....” “Undoubtedly.” “But if women, as a rare exception, can occupy such positions, it seems to me you are wrong in using the expression ‘rights.’ It would be more correct to say duties.",anger
695,"Every man will agree that in doing the duty of a juryman, a witness, a telegraph clerk, we feel we are performing duties.",joy
696,"And therefore it would be correct to say that women are seeking duties, and quite legitimately.",joy
